sentence_id,word_id,word,word_lower,pos,head_dist,abs_head_dist,direction,token_frequency,log_token_frequency,token_length,sentence_position,relation_type,token_length_bin,sentence_position_bin,abs_head_dist_bin,frequency_bin,matched_stratum_id
reviews-374604-0001,18,way,way,NOUN,6,6,Before Head,204,5.3230099791384085,3,20,obl,3-4,16-20,5-6,"(4.22, 8.54]",386
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0009,7,week,week,NOUN,6,6,Before Head,89,4.499809670330265,4,8,obl:unmarked,3-4,6-10,5-6,"(4.22, 8.54]",322
answers-20111108092738AA2dtyW_ans-0009,4,answer,answer,NOUN,-3,3,After Head,38,3.6635616461296463,6,5,obl,5-6,1-5,3-4,"(3.497, 4.22]",420
newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0062,8,person,person,NOUN,-6,6,After Head,68,4.23410650459726,6,9,obl,5-6,6-10,5-6,"(4.22, 8.54]",461
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0067,3,race,race,NOUN,3,3,Before Head,7,2.0794415416798357,4,4,nsubj,3-4,1-5,3-4,"(1.386, 2.197]",82
answers-20111108104206AAygiaE_ans-0002,1,friends,friends,NOUN,3,3,Before Head,50,3.9318256327243257,7,2,nsubj,7-8,1-5,3-4,"(3.497, 4.22]",198
reviews-055207-0003,48,vets,vets,NOUN,6,6,Before Head,4,1.6094379124341003,4,49,nsubj,3-4,46-50,5-6,"(1.386, 2.197]",110
newsgroup-groups.google.com_Meditation20051_1027f5a3651d547c_ENG_20050316_085700-0054,3,left,left,NOUN,-3,3,After Head,68,4.23410650459726,4,4,obl,3-4,1-5,3-4,"(4.22, 8.54]",372
email-enronsent07_01-0048,4,letters,letters,NOUN,4,4,Before Head,13,2.639057329615259,7,5,obl,7-8,1-5,3-4,"(2.197, 2.833]",467
newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0035,13,years,years,NOUN,1,1,Before Head,150,5.017279836814924,5,14,obl:unmarked,5-6,11-15,1-2,"(4.22, 8.54]",330
reviews-240287-0003,18,products,products,NOUN,6,6,Before Head,18,2.9444389791664403,8,20,obl,7-8,16-20,5-6,"(2.833, 3.497]",481
answers-20090605110235AAALlCt_ans-0001,3,world,world,NOUN,-3,3,After Head,126,4.844187086458591,5,4,obl,5-6,1-5,3-4,"(4.22, 8.54]",422
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0164,15,company,company,NOUN,1,1,Before Head,85,4.454347296253507,7,16,nsubj,7-8,16-20,1-2,"(4.22, 8.54]",216
email-enronsent22_01-0010,9,capital,capital,NOUN,3,3,Before Head,20,3.044522437723423,7,10,nsubj,7-8,6-10,3-4,"(2.833, 3.497]",235
newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0070,3,punch,punch,NOUN,-3,3,After Head,1,0.6931471805599453,5,5,nsubj,5-6,1-5,3-4,"(0.692, 1.386]",121
answers-20111108105520AA73Axw_ans-0049,8,couple,couple,NOUN,3,3,Before Head,51,3.9512437185814275,6,9,obl:unmarked,5-6,6-10,3-4,"(3.497, 4.22]",340
reviews-217542-0002,31,CHICK,chick,NOUN,-3,3,After Head,2,1.0986122886681096,5,32,nsubj,5-6,31-35,3-4,"(0.692, 1.386]",168
newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0016,9,while,while,NOUN,1,1,Before Head,106,4.672828834461906,5,10,obl:unmarked,5-6,6-10,1-2,"(4.22, 8.54]",342
email-enronsent07_01-0051,13,months,months,NOUN,1,1,Before Head,59,4.0943445622221,6,14,obl:unmarked,5-6,11-15,1-2,"(3.497, 4.22]",328
reviews-263870-0008,3,minutes,minutes,NOUN,3,3,Before Head,44,3.8066624897703196,7,4,obl:unmarked,7-8,1-5,3-4,"(3.497, 4.22]",348
reviews-124163-0005,15,concern,concern,NOUN,-5,5,After Head,20,3.044522437723423,7,16,obl,7-8,16-20,5-6,"(2.833, 3.497]",481
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0004,4,nation,nation,NOUN,-3,3,After Head,14,2.70805020110221,6,5,obl,5-6,1-5,3-4,"(2.197, 2.833]",416
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0109,12,round,round,NOUN,-6,6,After Head,13,2.639057329615259,5,13,obl,5-6,11-15,5-6,"(2.197, 2.833]",426
email-enronsent06_01-0090,2,order,order,NOUN,3,3,Before Head,76,4.343805421853684,5,3,nsubj,5-6,1-5,3-4,"(4.22, 8.54]",131
weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0031,4,signs,signs,NOUN,-2,2,After Head,16,2.833213344056216,5,5,nsubj,5-6,1-5,1-2,"(2.197, 2.833]",124
newsgroup-groups.google.com_Meditation20051_1027f5a3651d547c_ENG_20050316_085700-0021,3,delivery,delivery,NOUN,-3,3,After Head,24,3.2188758248682006,8,4,obl,7-8,1-5,3-4,"(2.833, 3.497]",469
reviews-017345-0009,1,clerk,clerk,NOUN,1,1,Before Head,2,1.0986122886681096,5,2,nsubj,5-6,1-5,1-2,"(0.692, 1.386]",120
reviews-315763-0004,10,help,help,NOUN,-2,2,After Head,142,4.962844630259907,4,11,obl,3-4,11-15,1-2,"(4.22, 8.54]",377
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0083,10,day,day,NOUN,-6,6,After Head,171,5.147494476813453,3,11,obl:unmarked,3-4,11-15,5-6,"(4.22, 8.54]",305
reviews-006970-0009,14,day,day,NOUN,2,2,Before Head,171,5.147494476813453,3,15,obl:unmarked,3-4,11-15,1-2,"(4.22, 8.54]",303
weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0041,6,attempts,attempts,NOUN,-4,4,After Head,6,1.9459101490553132,8,7,nsubj,7-8,6-10,3-4,"(1.386, 2.197]",229
newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0048,2,help,help,NOUN,3,3,Before Head,142,4.962844630259907,4,3,obl,3-4,1-5,3-4,"(4.22, 8.54]",372
reviews-280663-0010,16,night,night,NOUN,-2,2,After Head,83,4.430816798843313,5,18,obl:unmarked,5-6,16-20,1-2,"(4.22, 8.54]",334
email-enronsent19_01-0070,8,way,way,NOUN,-6,6,After Head,204,5.3230099791384085,3,9,obl:unmarked,3-4,6-10,5-6,"(4.22, 8.54]",322
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0028,37,age,age,NOUN,6,6,Before Head,19,2.995732273553991,3,39,obl,3-4,36-40,5-6,"(2.833, 3.497]",398
answers-20111108105225AAAJ9ek_ans-0003,6,month,month,NOUN,1,1,Before Head,52,3.970291913552122,5,7,obl:unmarked,5-6,6-10,1-2,"(3.497, 4.22]",339
answers-20111107175720AAlb2TB_ans-0037,1,definition,definition,NOUN,4,4,Before Head,3,1.3862943611198906,10,2,obl,9-10,1-5,3-4,"(0.692, 1.386]",499
newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0095,6,love,love,NOUN,3,3,Before Head,76,4.343805421853684,4,7,nsubj,3-4,6-10,3-4,"(4.22, 8.54]",119
newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0052,2,meaning,meaning,NOUN,-2,2,After Head,10,2.3978952727983707,7,3,obj,7-8,1-5,1-2,"(2.197, 2.833]",291
answers-20111108103957AAcF3iZ_ans-0027,9,back,back,NOUN,2,2,Before Head,233,5.455321115357702,4,10,nsubj,3-4,6-10,1-2,"(4.22, 8.54]",118
email-enronsent33_01-0015,1,addition,addition,NOUN,4,4,Before Head,15,2.772588722239781,8,2,obl,7-8,1-5,3-4,"(2.197, 2.833]",467
weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0038,13,day,day,NOUN,-3,3,After Head,171,5.147494476813453,3,14,obl:unmarked,3-4,11-15,3-4,"(4.22, 8.54]",304
email-enronsent11_01-0043,10,day,day,NOUN,1,1,Before Head,171,5.147494476813453,3,11,obl:unmarked,3-4,11-15,1-2,"(4.22, 8.54]",303
answers-20111108111128AAwfype_ans-0013,4,exam,exam,NOUN,-3,3,After Head,5,1.791759469228055,4,5,nsubj,3-4,1-5,3-4,"(1.386, 2.197]",82
reviews-366946-0006,6,person,person,NOUN,6,6,Before Head,68,4.23410650459726,6,7,advcl,5-6,6-10,5-6,"(4.22, 8.54]",6
reviews-351058-0004,8,hours,hours,NOUN,1,1,Before Head,51,3.9512437185814275,5,9,obl:unmarked,5-6,6-10,1-2,"(3.497, 4.22]",339
email-enronsent07_01-0042,2,hell,hell,NOUN,1,1,Before Head,10,2.3978952727983707,4,3,nsubj,3-4,1-5,1-2,"(2.197, 2.833]",83
email-enronsent33_01-0067,8,letter,letter,NOUN,-3,3,After Head,54,4.007333185232471,6,9,nsubj,5-6,6-10,3-4,"(3.497, 4.22]",184
reviews-105518-0003,16,pup,pup,NOUN,1,1,Before Head,4,1.6094379124341003,3,17,nsubj,3-4,16-20,1-2,"(1.386, 2.197]",97
reviews-295288-0007,25,help,help,NOUN,-6,6,After Head,142,4.962844630259907,4,27,obl,3-4,26-30,5-6,"(4.22, 8.54]",394
reviews-308088-0003,16,times,times,NOUN,5,5,Before Head,69,4.248495242049359,5,18,obl,5-6,16-20,5-6,"(4.22, 8.54]",440
answers-20111104175256AAL21Ha_ans-0019,9,influence,influence,NOUN,-6,6,After Head,7,2.0794415416798357,9,10,nsubj,9-10,6-10,5-6,"(1.386, 2.197]",258
answers-20111108104228AA6z9uZ_ans-0002,57,pwople,pwople,NOUN,2,2,Before Head,1,0.6931471805599453,6,62,nsubj,5-6,61-65,1-2,"(0.692, 1.386]",189
answers-20111107175720AAlb2TB_ans-0007,10,time,time,NOUN,-3,3,After Head,397,5.986452005284438,4,11,nsubj,3-4,11-15,3-4,"(4.22, 8.54]",96
email-enronsent38_01-0121,8,language,language,NOUN,1,1,Before Head,35,3.58351893845611,8,10,nsubj,7-8,6-10,1-2,"(3.497, 4.22]",236
reviews-292841-0005,2,restaurant,restaurant,NOUN,-2,2,After Head,43,3.784189633918261,10,4,nsubj,9-10,1-5,1-2,"(3.497, 4.22]",243
weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0163,2,history,history,NOUN,-2,2,After Head,23,3.1780538303479458,7,3,obl,7-8,1-5,1-2,"(2.833, 3.497]",468
email-enronsent31_01-0068,19,probability,probability,NOUN,-2,2,After Head,2,1.0986122886681096,11,20,nsubj,11-12,16-20,1-2,"(0.692, 1.386]",72
reviews-004540-0003,5,confusion,confusion,NOUN,-1,1,After Head,3,1.3862943611198906,9,6,nsubj,9-10,6-10,1-2,"(0.692, 1.386]",255
answers-20111108105029AARU1Lf_ans-0004,6,LOT,lot,NOUN,-2,2,After Head,89,4.499809670330265,3,7,obl:unmarked,3-4,6-10,1-2,"(4.22, 8.54]",320
newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0017,24,demand,demand,NOUN,-2,2,After Head,10,2.3978952727983707,6,25,nsubj,5-6,21-25,1-2,"(2.197, 2.833]",159
reviews-332476-0003,8,price,price,NOUN,-6,6,After Head,113,4.736198448394496,5,9,obl,5-6,6-10,5-6,"(4.22, 8.54]",461
answers-20111108091921AAaLK4e_ans-0017,6,days,days,NOUN,1,1,Before Head,106,4.672828834461906,4,7,obl:unmarked,3-4,6-10,1-2,"(4.22, 8.54]",320
weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0008,4,source,source,NOUN,-3,3,After Head,19,2.995732273553991,6,5,obl,5-6,1-5,3-4,"(2.833, 3.497]",418
reviews-036753-0010,4,month,month,NOUN,-2,2,After Head,52,3.970291913552122,5,5,obl:unmarked,5-6,1-5,1-2,"(3.497, 4.22]",324
newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0004,24,people,people,NOUN,5,5,Before Head,233,5.455321115357702,6,25,nsubj,5-6,21-25,5-6,"(4.22, 8.54]",163
answers-20111108101300AAIAKXN_ans-0016,15,similarities,similarities,NOUN,-1,1,After Head,1,0.6931471805599453,12,16,nsubj,11-12,16-20,1-2,"(0.692, 1.386]",72
email-enronsent10_01-0064,7,year,year,NOUN,-5,5,After Head,172,5.153291594497779,4,8,obl:unmarked,3-4,6-10,5-6,"(4.22, 8.54]",322
answers-20111108090524AAofoXT_ans-0005,15,range,range,NOUN,-5,5,After Head,21,3.091042453358316,5,17,nsubj,5-6,16-20,5-6,"(2.833, 3.497]",151
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0049,1,will,will,NOUN,3,3,Before Head,827,6.71901315438526,4,2,nsubj,3-4,1-5,3-4,"(4.22, 8.54]",90
answers-20111106144630AAadR8l_ans-0013,1,weapons,weapons,NOUN,3,3,Before Head,35,3.58351893845611,7,3,nsubj,7-8,1-5,3-4,"(3.497, 4.22]",198
answers-20111107211742AAHZaPe_ans-0017,21,chances,chances,NOUN,3,3,Before Head,6,1.9459101490553132,7,24,nsubj,7-8,21-25,3-4,"(1.386, 2.197]",219
email-enronsent07_01-0054,4,day,day,NOUN,-3,3,After Head,171,5.147494476813453,3,5,obl:unmarked,3-4,1-5,3-4,"(4.22, 8.54]",300
weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0061,22,murderer,murderer,NOUN,-5,5,After Head,4,1.6094379124341003,8,23,obl,7-8,21-25,5-6,"(1.386, 2.197]",484
reviews-183518-0007,1,plenty,plenty,NOUN,-1,1,After Head,18,2.9444389791664403,6,3,nsubj,5-6,1-5,1-2,"(2.833, 3.497]",126
reviews-336049-0007,7,lot,lot,NOUN,-2,2,After Head,89,4.499809670330265,3,9,nsubj,3-4,6-10,1-2,"(4.22, 8.54]",118
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0052,4,list,list,NOUN,-4,4,After Head,59,4.0943445622221,4,5,obl,3-4,1-5,3-4,"(3.497, 4.22]",370
weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0051,8,glut,glut,NOUN,-3,3,After Head,1,0.6931471805599453,4,9,nsubj,3-4,6-10,3-4,"(0.692, 1.386]",112
email-enronsent36_02-0052,7,Date,date,NOUN,6,6,Before Head,63,4.1588830833596715,4,8,obl,3-4,6-10,5-6,"(3.497, 4.22]",407
reviews-288163-0006,4,blanket,blanket,NOUN,-4,4,After Head,8,2.1972245773362196,7,5,obl,7-8,1-5,3-4,"(1.386, 2.197]",465
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0002,7,end,end,NOUN,-6,6,After Head,83,4.430816798843313,3,8,ccomp,3-4,6-10,5-6,"(4.22, 8.54]",12
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0152,3,metal,metal,NOUN,1,1,Before Head,31,3.4657359027997265,5,4,obl:unmarked,5-6,1-5,1-2,"(2.833, 3.497]",323
email-enronsent25_01-0077,2,version,version,NOUN,-3,3,After Head,23,3.1780538303479458,7,4,nsubj,7-8,1-5,3-4,"(2.833, 3.497]",196
email-enronsent17_01-0094,4,marriage,marriage,NOUN,-4,4,After Head,24,3.2188758248682006,8,5,obl,7-8,1-5,3-4,"(2.833, 3.497]",469
weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0003,3,talk,talk,NOUN,-1,1,After Head,52,3.970291913552122,4,4,nsubj,3-4,1-5,1-2,"(3.497, 4.22]",87
reviews-377347-0002,2,visit,visit,NOUN,3,3,Before Head,47,3.8712010109078907,5,3,nsubj,5-6,1-5,3-4,"(3.497, 4.22]",129
email-enronsent07_01-0045,32,letter,letter,NOUN,-2,2,After Head,54,4.007333185232471,6,33,nsubj,5-6,31-35,1-2,"(3.497, 4.22]",169
email-enronsent31_01-0060,1,volatilities,volatilities,NOUN,3,3,Before Head,3,1.3862943611198906,12,2,obj,11-12,1-5,3-4,"(0.692, 1.386]",263
answers-20111108082831AAco5PI_ans-0014,11,people,people,NOUN,-1,1,After Head,233,5.455321115357702,6,12,nsubj,5-6,11-15,1-2,"(4.22, 8.54]",142
email-enronsent00_01-0050,5,agenda,agenda,NOUN,-3,3,After Head,4,1.6094379124341003,6,6,nsubj,5-6,6-10,3-4,"(1.386, 2.197]",176
reviews-247097-0005,8,treatment,treatment,NOUN,-6,6,After Head,22,3.1354942159291497,9,9,obl,9-10,6-10,5-6,"(2.833, 3.497]",514
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0116,14,day,day,NOUN,6,6,Before Head,171,5.147494476813453,3,15,obl,3-4,11-15,5-6,"(4.22, 8.54]",379
answers-20111108094504AAKrc8F_ans-0013,20,hand,hand,NOUN,-2,2,After Head,46,3.8501476017100584,4,21,obl:unmarked,3-4,21-25,1-2,"(3.497, 4.22]",310
email-enronsent03_01-0078,7,Meeting,meeting,NOUN,2,2,Before Head,71,4.276666119016055,7,8,nsubj,7-8,6-10,1-2,"(4.22, 8.54]",237
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0110,14,hand,hand,NOUN,-6,6,After Head,46,3.8501476017100584,4,16,advcl,3-4,16-20,5-6,"(3.497, 4.22]",1
reviews-220214-0011,10,area,area,NOUN,4,4,Before Head,63,4.1588830833596715,4,12,obl,3-4,11-15,3-4,"(3.497, 4.22]",375
answers-20111108094740AA1lbom_ans-0003,31,way,way,NOUN,-6,6,After Head,204,5.3230099791384085,3,35,obl,3-4,31-35,5-6,"(4.22, 8.54]",397
answers-20111108101024AANYJpw_ans-0002,4,thing,thing,NOUN,-3,3,After Head,82,4.418840607796598,5,5,nsubj,5-6,1-5,3-4,"(4.22, 8.54]",131
reviews-080178-0004,8,car,car,NOUN,1,1,Before Head,95,4.564348191467836,3,9,nsubj,3-4,6-10,1-2,"(4.22, 8.54]",118
email-enronsent17_01-0025,21,task,task,NOUN,-6,6,After Head,15,2.772588722239781,4,22,advcl,3-4,21-25,5-6,"(2.197, 2.833]",2
reviews-266591-0002,1,food,food,NOUN,3,3,Before Head,167,5.123963979403259,4,2,nsubj,3-4,1-5,3-4,"(4.22, 8.54]",90
weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0035,14,region,region,NOUN,-6,6,After Head,30,3.4339872044851463,6,15,obl,5-6,11-15,5-6,"(2.833, 3.497]",427
reviews-389498-0002,20,shops,shops,NOUN,2,2,Before Head,9,2.302585092994046,5,21,nsubj,5-6,21-25,1-2,"(2.197, 2.833]",159
answers-20111108083754AAEw5Xc_ans-0005,4,way,way,NOUN,-3,3,After Head,204,5.3230099791384085,3,5,nsubj,3-4,1-5,3-4,"(4.22, 8.54]",90
email-enronsent38_01-0108,4,No.,no.,NOUN,-1,1,After Head,7,2.0794415416798357,3,5,compound,3-4,1-5,1-2,"(1.386, 2.197]",16
answers-20090605110235AAALlCt_ans-0004,23,volume,volume,NOUN,3,3,Before Head,3,1.3862943611198906,6,25,nsubj,5-6,21-25,3-4,"(0.692, 1.386]",157
reviews-389498-0003,10,cars,cars,NOUN,-2,2,After Head,11,2.4849066497880004,4,11,nsubj,3-4,11-15,1-2,"(2.197, 2.833]",92
weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0029,5,initiative,initiative,NOUN,6,6,Before Head,6,1.9459101490553132,10,6,nsubj,9-10,6-10,5-6,"(1.386, 2.197]",258
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0017,3,plague,plague,NOUN,-2,2,After Head,2,1.0986122886681096,6,4,obl,5-6,1-5,1-2,"(0.692, 1.386]",411
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0c155162a7dfaf28_ENG_20031127_172200-0013,15,testosterone,testosterone,NOUN,2,2,Before Head,1,0.6931471805599453,12,16,nsubj,11-12,16-20,1-2,"(0.692, 1.386]",72
email-enronsent01_02-0035,17,end,end,NOUN,-6,6,After Head,83,4.430816798843313,3,18,obl,3-4,16-20,5-6,"(4.22, 8.54]",386
reviews-310032-0005,11,time,time,NOUN,6,6,Before Head,397,5.986452005284438,4,12,obl:unmarked,3-4,11-15,5-6,"(4.22, 8.54]",305
answers-20111108092321AAK0Eqp_ans-0015,13,hospital,hospital,NOUN,4,4,Before Head,23,3.1780538303479458,8,14,obl,7-8,11-15,3-4,"(2.833, 3.497]",475
reviews-221664-0002,12,light,light,NOUN,-6,6,After Head,33,3.5263605246161616,5,13,obj,5-6,11-15,5-6,"(3.497, 4.22]",281
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0222,9,politics,politics,NOUN,5,5,Before Head,10,2.3978952727983707,8,10,nsubj,7-8,6-10,5-6,"(2.197, 2.833]",233
weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0141,1,money,money,NOUN,1,1,Before Head,91,4.5217885770490405,5,2,nsubj,5-6,1-5,1-2,"(4.22, 8.54]",130
reviews-225632-0004,8,building,building,NOUN,-3,3,After Head,19,2.995732273553991,8,10,nsubj,7-8,6-10,3-4,"(2.833, 3.497]",235
reviews-110441-0009,4,menu,menu,NOUN,-3,3,After Head,22,3.1354942159291497,4,5,obl,3-4,1-5,3-4,"(2.833, 3.497]",368
email-enronsent34_01-0045,22,email,email,NOUN,-6,6,After Head,68,4.23410650459726,5,24,obl,5-6,21-25,5-6,"(4.22, 8.54]",444
answers-20111108111031AARG57j_ans-0015,5,potty,potty,NOUN,1,1,Before Head,3,1.3862943611198906,5,6,obl:unmarked,5-6,6-10,1-2,"(0.692, 1.386]",338
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0028,5,days,days,NOUN,1,1,Before Head,106,4.672828834461906,4,6,obl:unmarked,3-4,6-10,1-2,"(4.22, 8.54]",320
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0055,5,lions,lions,NOUN,1,1,Before Head,3,1.3862943611198906,5,6,nsubj,5-6,6-10,1-2,"(0.692, 1.386]",173
reviews-034501-0002,17,days,days,NOUN,1,1,Before Head,106,4.672828834461906,4,18,obl:unmarked,3-4,16-20,1-2,"(4.22, 8.54]",307
email-enronsent13_01-0044,3,everyday,everyday,NOUN,-1,1,After Head,4,1.6094379124341003,8,5,obl:unmarked,7-8,1-5,1-2,"(1.386, 2.197]",345
answers-20111108092321AAK0Eqp_ans-0026,9,people,people,NOUN,-2,2,After Head,233,5.455321115357702,6,10,nsubj,5-6,6-10,1-2,"(4.22, 8.54]",186
reviews-039383-0007,4,reason,reason,NOUN,-2,2,After Head,39,3.6888794541139363,6,5,nsubj,5-6,1-5,1-2,"(3.497, 4.22]",128
newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0092,8,year,year,NOUN,-6,6,After Head,172,5.153291594497779,4,9,obl:unmarked,3-4,6-10,5-6,"(4.22, 8.54]",322
answers-20111108064026AA86V9T_ans-0024,3,hotels,hotels,NOUN,-2,2,After Head,12,2.5649493574615367,6,4,nsubj,5-6,1-5,1-2,"(2.197, 2.833]",124
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0080,6,comments,comments,NOUN,6,6,Before Head,46,3.8501476017100584,8,7,obl,7-8,6-10,5-6,"(3.497, 4.22]",498
reviews-187875-0002,5,cup,cup,NOUN,-3,3,After Head,2,1.0986122886681096,3,7,obj,3-4,6-10,3-4,"(0.692, 1.386]",272
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0026,11,instance,instance,NOUN,3,3,Before Head,6,1.9459101490553132,8,13,obl,7-8,11-15,3-4,"(1.386, 2.197]",472
reviews-094621-0003,9,cost,cost,NOUN,3,3,Before Head,49,3.912023005428146,4,10,nsubj,3-4,6-10,3-4,"(3.497, 4.22]",117
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0035,11,way,way,NOUN,-2,2,After Head,204,5.3230099791384085,3,12,obl:unmarked,3-4,11-15,1-2,"(4.22, 8.54]",303
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0297,1,people,people,NOUN,2,2,Before Head,233,5.455321115357702,6,2,nsubj,5-6,1-5,1-2,"(4.22, 8.54]",130
newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0032,10,view,view,NOUN,2,2,Before Head,20,3.044522437723423,4,12,obl,3-4,11-15,1-2,"(2.833, 3.497]",373
email-enronsent14_01-0043,5,time,time,NOUN,2,2,Before Head,397,5.986452005284438,4,6,nsubj,3-4,6-10,1-2,"(4.22, 8.54]",118
reviews-207629-0003,24,wait,wait,NOUN,-3,3,After Head,46,3.8501476017100584,4,27,nsubj,3-4,26-30,3-4,"(3.497, 4.22]",105
email-enronsent11_01-0061,4,volumes,volumes,NOUN,-2,2,After Head,5,1.791759469228055,7,5,nsubj,7-8,1-5,1-2,"(1.386, 2.197]",192
reviews-128636-0004,15,day,day,NOUN,-6,6,After Head,171,5.147494476813453,3,17,obl,3-4,16-20,5-6,"(4.22, 8.54]",386
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0016,2,bulletin,bulletin,NOUN,4,4,Before Head,2,1.0986122886681096,8,3,obl,7-8,1-5,3-4,"(0.692, 1.386]",463
answers-20111108103930AA7FPhc_ans-0005,1,space,space,NOUN,2,2,Before Head,50,3.9318256327243257,5,2,nsubj,5-6,1-5,1-2,"(3.497, 4.22]",128
answers-20111108104206AAygiaE_ans-0013,23,plenty,plenty,NOUN,-1,1,After Head,18,2.9444389791664403,6,25,nsubj,5-6,21-25,1-2,"(2.833, 3.497]",160
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0030,7,colony,colony,NOUN,-4,4,After Head,2,1.0986122886681096,6,8,nsubj,5-6,6-10,3-4,"(0.692, 1.386]",174
answers-20111108111312AAq4ETn_ans-0024,8,times,times,NOUN,-2,2,After Head,69,4.248495242049359,5,9,obl:unmarked,5-6,6-10,1-2,"(4.22, 8.54]",342
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0040,1,trial,trial,NOUN,1,1,Before Head,9,2.302585092994046,5,2,nsubj,5-6,1-5,1-2,"(2.197, 2.833]",124
reviews-081934-0003,8,years,years,NOUN,3,3,Before Head,150,5.017279836814924,5,9,obl,5-6,6-10,3-4,"(4.22, 8.54]",460
reviews-336049-0002,15,dismay,dismay,NOUN,4,4,Before Head,1,0.6931471805599453,6,16,obl,5-6,16-20,3-4,"(0.692, 1.386]",431
newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0035,5,steps,steps,NOUN,-5,5,After Head,14,2.70805020110221,5,6,nsubj,5-6,6-10,5-6,"(2.197, 2.833]",180
answers-20111108090913AAf83Jh_ans-0015,6,grip,grip,NOUN,-6,6,After Head,5,1.791759469228055,4,7,obl,3-4,6-10,5-6,"(1.386, 2.197]",401
reviews-072507-0004,6,lessons,lessons,NOUN,6,6,Before Head,5,1.791759469228055,7,7,obl,7-8,6-10,5-6,"(1.386, 2.197]",490
answers-20111108092321AAK0Eqp_ans-0005,13,places,places,NOUN,3,3,Before Head,49,3.912023005428146,6,14,obl,5-6,11-15,3-4,"(3.497, 4.22]",428
answers-20111108111107AAlrzok_ans-0007,3,way,way,NOUN,-3,3,After Head,204,5.3230099791384085,3,4,nsubj,3-4,1-5,3-4,"(4.22, 8.54]",90
reviews-196219-0001,4,TIMES,times,NOUN,-4,4,After Head,69,4.248495242049359,5,5,obl:unmarked,5-6,1-5,3-4,"(4.22, 8.54]",327
